Gene	Class
AT4G29710	0
AT5G37350	0
AT1G50580	0
AT5G08139	0
AT5G41760	0
AT1G34330	0
AT1G32000	0
AT5G28530	0
AT3G52400	0
AT5G66320	0
AT3G19320	0
AT3G47120	0
AT2G48120	0
AT5G32600	0
AT4G16020	0
AT4G05250	0
AT3G18220	0
AT5G11570	0
AT1G26260	0
AT5G20410	0
AT4G32620	0
AT2G26920	0
AT1G49940	0
AT5G66250	0
AT5G23630	0
AT4G10730	0
AT4G36160	0
AT5G38330	0
AT5G27220	0
AT5G23340	0
AT4G08730	0
AT2G41000	0
AT3G24660	0
AT5G52420	0
AT2G24280	0
AT1G54280	0
AT1G20760	0
AT1G25550	0
AT2G29200	0
AT1G57650	0
AT5G27640	0
AT2G40010	0
AT5G59260	0
AT3G47890	0
AT5G15640	0
AT1G24620	0
AT1G13870	0
AT2G46370	0
AT5G03490	0
AT2G02160	0
AT1G04810	0
AT3G16020	0
AT4G15730	0
AT4G03960	0
AT1G65180	0
AT1G19930	0
AT1G31720	0
AT5G13850	0
AT3G23750	0
AT5G41680	0
AT3G12280	0
AT4G32940	0
AT5G60890	0
AT2G32460	0
AT3G02270	0
AT3G51920	0
AT3G06730	0
AT5G20160	0
AT3G17970	0
AT2G45150	0
AT3G29265	0
AT1G71890	0
AT1G52430	0
AT3G12370	0
AT5G07870	0
AT1G69860	0
AT1G73190	0
AT5G53670	0
AT3G62380	0
AT2G27900	0
AT1G21380	0
AT3G45940	0
AT1G73040	0
AT5G61170	0
AT1G14970	0
AT1G11950	0
AT3G02070	0
AT5G67530	0
AT1G32190	0
AT3G58090	0
AT5G42500	0
AT2G20710	0
AT4G16420	0
AT5G19570	0
AT3G42050	0
AT1G02280	0
AT1G48230	0
AT2G40935	0
AT4G15415	0
AT1G16680	0
AT4G11800	0
AT3G43970	0
AT4G28170	0
AT2G27440	0
AT4G11720	0
AT5G24590	0
AT1G70070	0
AT4G21230	0
AT5G50860	0
AT4G39220	0
AT1G02940	0
AT4G15340	0
AT1G35890	0
AT3G18430	0
AT5G64210	0
AT2G41880	0
AT1G50600	0
AT1G34180	0
AT1G77580	0
AT2G19840	0
AT5G51570	0
AT3G05280	0
AT2G01480	0
AT2G40530	0
AT3G49880	0
AT1G32240	0
AT3G63180	0
AT4G09430	0
AT3G19360	0
AT3G23640	0
AT2G30970	0
AT3G21430	0
AT1G17550	0
AT5G47850	0
AT1G35720	0
AT1G17160	0
AT1G73860	0
AT3G55260	0
AT3G42360	0
AT5G43600	0
AT3G57080	0
AT2G23980	0
AT5G50360	0
AT1G10910	0
AT2G11010	0
AT3G45640	0
AT4G37710	0
AT4G15545	0
AT1G34480	0
AT2G34100	0
AT4G17150	0
AT2G28355	0
AT5G59410	0
AT3G21220	0
AT3G48970	0
AT4G15070	0
AT5G01060	0
AT5G08540	0
AT3G07560	0
AT1G63130	0
AT5G14080	0
AT4G17370	0
AT3G29635	0
AT1G60490	0
AT3G44700	0
AT3G10710	0
AT1G32980	0
AT1G29910	0
AT1G14530	0
AT1G15640	0
AT2G25930	0
AT1G16760	0
AT3G04310	0
AT5G23540	0
AT2G22475	0
AT2G01290	0
AT4G18300	0
AT5G04880	0
AT2G01860	0
AT1G23050	0
AT4G24090	0
AT4G32300	0
AT5G59910	0
AT4G29500	0
AT1G22150	0
AT1G06340	0
AT1G64720	0
AT1G78280	0
AT2G38905	0
AT3G05610	0
AT4G09890	0
AT5G46010	0
AT3G14890	0
AT3G50960	0
AT1G30540	0
AT5G57660	0
AT3G42780	0
AT3G23700	0
AT2G11150	0
AT2G36960	0
AT5G17670	0
AT1G78810	0
AT5G35200	0
AT4G32730	0
AT1G45150	0
AT3G04790	0
AT1G76420	0
AT1G50520	0
AT2G23160	0
AT1G74860	0
AT3G09280	0
AT1G78060	0
AT1G53035	0
AT1G13070	0
AT1G03700	0
AT3G24230	0
AT3G47290	0
AT1G58340	0
AT3G53910	0
ATMG00880	0
AT1G33490	0
AT4G28110	0
AT5G05110	0
ATCG00330	0
AT1G67570	0
AT5G07450	0
AT1G02305	0
AT1G05940	0
AT4G21810	0
AT5G66490	0
AT4G09970	0
AT4G39080	0
AT5G10310	0
AT3G31320	0
AT1G43680	0
AT3G59850	0
AT1G75170	0
AT4G38340	0
AT1G22800	0
AT3G05520	0
AT1G48690	0
AT1G07660	0
AT5G59490	0
AT5G58970	0
AT1G30300	0
AT4G16120	0
AT1G70770	0
AT3G13510	0
AT5G28960	0
AT1G13100	0
AT2G13770	0
AT2G07280	0
AT1G68510	0
AT1G19600	0
AT1G16890	0
AT3G15530	0
AT5G54700	0
AT1G55950	0
AT2G46630	0
AT5G66540	0
AT4G01990	0
AT1G13270	0
AT5G24440	0
AT3G60510	0
AT3G03770	0
AT4G38890	0
AT5G60770	0
AT1G68795	0
AT5G40190	0
AT1G64520	0
AT5G54230	0
AT4G25620	0
AT1G20050	0
AT1G12220	0
AT3G42900	0
AT2G38160	0
AT5G62960	0
AT1G22170	0
AT5G60740	0
AT5G09310	0
AT3G28130	0
AT5G20420	0
AT2G01470	0
AT1G73000	0
AT4G28100	0
AT3G13050	0
AT1G51690	0
AT3G53000	0
AT5G45240	0
AT4G36660	0
AT2G17590	0
AT2G24330	0
AT3G54120	0
AT3G29430	0
AT1G20620	0
AT2G03070	0
AT5G56600	0
AT2G35660	0
AT1G22890	0
AT5G66290	0
AT2G29670	0
AT2G44170	0
AT1G66520	0
AT5G57130	0
AT2G33020	0
AT2G15870	0
AT5G55820	0
AT3G56260	0
ATCG00300	0
AT1G07790	0
AT2G46840	0
AT5G43860	0
AT4G13340	0
AT4G37550	0
AT1G79710	0
AT5G35790	0
AT1G66020	0
AT4G36170	0
AT2G46225	0
AT1G75950	0
AT2G27020	0
AT3G15980	0
AT2G20400	0
AT1G62770	0
AT5G45670	0
AT4G18590	0
AT5G10780	0
AT4G00940	0
AT1G61680	0
AT1G63560	0
AT3G12600	0
AT1G52140	0
AT4G26930	0
AT3G14290	0
AT4G36870	0
AT1G67750	0
AT5G44030	0
AT2G46560	0
AT1G56700	0
AT4G36020	0
AT2G18800	0
AT5G55780	0
AT1G68765	0
AT2G41720	0
AT3G59310	0
AT5G28850	0
AT4G11690	0
AT4G11450	0
AT3G07690	0
AT2G46590	0
AT3G06370	0
AT1G02690	0
AT5G23680	0
AT5G19630	0
AT1G47980	0
AT5G06160	0
AT5G43670	0
AT2G16980	0
AT5G53710	0
AT2G01090	0
AT4G30960	0
AT1G16190	0
AT2G27140	0
AT3G53160	0
AT2G30660	0
AT2G03780	0
AT1G65080	0
AT4G11180	0
AT1G28080	0
AT3G15602	0
AT1G55800	0
AT3G03530	0
AT2G13890	0
AT4G32020	0
AT2G28440	0
AT3G57090	0
AT4G16442	0
AT4G16950	0
AT1G57820	0
AT4G30500	0
AT1G18620	0
AT4G08140	0
AT3G17380	0
AT1G64000	0
AT1G03660	0
AT1G46264	0
AT1G61770	0
AT1G04645	0
AT3G56950	0
AT5G07560	0
AT3G30290	0
AT4G19800	0
AT1G61110	0
AT5G37010	0
AT1G56680	0
AT1G18130	0
AT2G39050	0
AT5G63370	0
AT5G49820	0
AT2G41460	0
AT1G25360	0
AT3G15010	0
AT3G44300	0
AT3G11290	0
AT2G05900	0
AT1G75450	0
AT1G01600	0
AT1G52630	0
AT1G80090	0
AT3G01880	0
AT2G42980	0
AT3G30260	0
AT2G42250	0
AT3G47260	0
AT2G23700	0
AT2G02310	0
AT4G00880	0
AT4G27080	0
AT4G15950	0
AT4G23670	0
AT3G22680	0
AT4G18500	0
AT5G10600	0
AT1G22040	0
AT5G49750	0
AT3G01200	0
AT3G20000	0
AT5G03270	0
AT1G09140	0
AT1G34350	0
AT5G58140	0
AT3G59380	0
AT1G68680	0
AT5G04210	0
AT1G50300	0
AT5G15880	0
AT2G05640	0
AT2G33720	0
AT2G03470	0
AT1G04680	0
AT3G52770	0
AT3G12620	0
AT5G35160	0
AT1G52880	0
AT2G33240	0
AT3G46060	0
AT3G20670	0
AT5G27430	0
AT5G14370	0
AT5G59060	0
AT5G14070	0
AT5G50920	0
AT2G25540	0
AT1G54640	0
AT2G03710	0
AT5G28790	0
AT1G09770	0
AT3G59490	0
AT1G37150	0
AT2G34520	0
AT5G47980	0
AT2G17190	0
AT4G36800	0
AT4G19540	0
AT4G28540	0
AT5G56730	0
AT2G02610	0
AT4G31770	0
AT4G33230	0
AT1G05140	0
AT5G60570	0
AT4G38640	0
AT4G02890	0
AT2G17140	0
AT1G22090	0
AT3G59540	0
AT5G15610	0
AT1G32430	0
AT4G10030	0
AT3G50630	0
AT3G49340	0
AT3G46450	0
AT3G61310	0
AT3G50150	0
AT2G43660	0
AT5G63670	0
AT3G56630	0
AT3G01540	0
AT5G42890	0
AT1G16210	0
AT5G46280	0
AT2G16160	0
AT1G33140	0
AT1G53930	0
AT1G61010	0
AT4G19860	0
AT4G26020	0
AT3G62890	0
AT5G20760	0
AT1G54260	0
AT2G43020	0
AT4G18840	0
AT3G07740	0
AT1G05470	0
AT4G00480	0
AT1G71720	0
AT5G59810	0
AT1G03910	0
AT3G19184	0
AT1G74320	0
AT5G37230	0
AT1G72810	0
AT1G20700	0
AT1G20540	0
AT1G56380	0
AT2G32220	0
AT4G35470	0
AT1G05660	0
AT3G46480	0
AT2G41620	0
AT3G46350	0
AT5G40155	0
AT1G08730	0
AT1G53840	0
AT3G51850	0
AT5G37510	0
AT4G37260	0
AT1G75550	0
AT4G18600	0
AT5G11040	0
AT1G70880	0
AT1G77390	0
AT1G18990	0
AT2G24200	0
AT1G19300	0
AT1G13460	0
AT3G29010	0
AT3G48750	0
AT1G08100	0
AT1G31310	0
AT2G17930	0
AT1G27800	0
AT5G11580	0
AT1G80660	0
AT1G31670	0
AT5G52975	0
AT1G09520	0
AT4G37250	0
AT5G46860	0
AT1G18970	0
AT4G38230	0
AT2G27480	0
AT1G09270	0
AT3G53670	0
AT3G50520	0
AT4G04210	0
AT1G22480	0
AT3G01720	0
AT3G27960	0
AT2G26350	0
AT1G67770	0
AT2G15640	0
AT1G10230	0
AT5G60980	0
AT3G22140	0
AT5G41685	0
AT2G40600	0
AT2G31080	0
AT5G28030	0
AT2G31100	0
AT1G70090	0
AT5G12000	0
AT1G11930	0
AT3G19020	0
AT3G18190	0
AT3G03020	0
AT1G61800	0
AT1G22620	0
AT5G14270	0
AT4G34890	0
AT1G33770	0
AT2G20450	0
AT4G11820	0
AT1G59910	0
AT3G26100	0
AT5G63940	0
AT3G14205	0
AT5G27580	0
AT3G06780	0
AT3G14660	0
AT2G04440	0
AT4G27710	0
AT1G71260	0
AT1G47340	0
AT5G67560	0
AT4G26460	0
AT5G14800	0
AT5G57230	0
AT5G20130	0
AT2G46850	0
AT5G52880	0
AT1G67840	0
AT1G63200	0
AT1G52250	0
AT5G48100	0
AT2G04390	0
AT2G16860	0
AT2G32990	0
AT1G64830	0
AT4G18610	0
AT2G38880	0
AT1G73090	0
AT5G38035	0
AT3G45130	0
AT4G16110	0
AT1G20410	0
AT4G15030	0
AT5G62650	0
AT4G18350	0
AT5G16100	0
AT5G26820	0
AT2G36910	0
AT1G29160	0
AT5G07400	0
AT2G29310	0
AT5G38840	0
AT1G14650	0
AT2G36720	0
AT1G01550	0
AT4G14780	0
AT3G10050	0
AT3G29185	0
AT2G11390	0
AT2G31450	0
AT3G10100	0
AT1G30860	0
AT4G23440	0
AT1G26480	0
AT3G57190	0
AT5G09250	0
AT1G47970	0
AT5G19330	0
AT1G02390	0
AT3G14710	0
AT1G09600	0
AT5G01490	0
AT5G15410	0
AT5G15890	0
AT1G80640	0
AT2G41830	0
AT3G61120	0
AT4G19050	0
AT1G30090	0
AT3G49630	0
AT4G16520	0
AT5G44160	0
AT5G55910	0
AT2G28630	0
AT2G45910	0
AT1G22550	0
AT5G40930	0
AT3G07150	0
AT3G53580	0
AT1G47410	0
AT3G45700	0
AT3G07810	0
AT4G17010	0
AT1G56020	0
AT4G37200	0
AT1G74030	0
AT5G42520	0
AT5G63390	0
AT1G78850	0
AT5G10920	0
AT3G58700	0
AT4G30830	0
AT2G42040	0
AT3G45880	0
AT3G21570	0
AT4G26090	0
AT2G42200	0
AT3G26160	0
AT4G30610	0
AT3G17090	0
ATCG00820	0
AT4G30360	0
AT1G16800	0
AT3G13870	0
AT1G15310	0
AT2G26810	0
AT2G24060	0
AT1G24938	0
AT2G18780	0
AT4G05210	0
AT1G71750	0
AT5G07730	0
AT4G39140	0
AT4G18540	0
AT2G41760	0
AT5G15360	0
AT2G47620	0
AT1G30370	0
AT3G07270	0
AT1G69350	0
AT1G08620	0
AT3G26020	0
AT1G53200	0
ATCG00510	0
AT5G27020	0
AT2G14595	0
AT1G28360	0
AT1G67820	0
AT4G00080	0
AT3G55590	0
AT5G53290	0
AT5G40670	0
AT3G57770	0
AT4G03210	0
AT4G34350	0
AT3G09730	0
AT1G05430	0
AT4G24500	0
AT3G32000	0
AT1G32950	0
AT3G46710	0
AT2G17950	0
AT1G34140	0
AT3G04730	0
AT2G42500	0
AT3G29110	0
AT4G12590	0
AT2G15930	0
AT1G07680	0
AT5G06120	0
AT5G15910	0
AT1G75720	0
AT5G37280	0
AT2G24520	0
AT2G43450	0
AT2G38440	0
AT4G02620	0
AT3G55680	0
AT5G03415	0
AT2G19040	0
AT1G67623	0
AT1G74750	0
AT3G57060	0
AT5G55960	0
AT1G32400	0
AT5G38850	0
AT2G32480	0
AT3G09650	0
AT1G72420	0
AT3G52200	0
AT5G51750	0
AT5G01450	0
AT4G39190	0
AT1G79870	0
AT1G63240	0
AT4G33630	0
AT1G56080	0
AT1G27290	0
AT1G64100	0
AT1G51810	0
AT5G46840	0
ATMG01230	0
AT1G62085	0
AT2G42870	0
AT4G22930	0
AT2G37640	0
AT2G23945	0
AT3G46800	0
AT2G48150	0
AT1G37057	0
AT3G06950	0
AT3G03660	0
AT3G15060	0
AT2G01080	0
AT1G12050	0
AT3G17611	0
AT1G11310	0
AT5G05920	0
AT1G18390	0
AT5G16280	0
AT1G67410	0
AT1G13900	0
AT1G27320	0
AT1G03730	0
AT5G04330	0
AT3G05480	0
AT1G51300	0
AT5G58050	0
AT1G77850	0
AT5G56910	0
AT3G50050	0
AT3G48580	0
AT1G52150	0
AT5G13810	0
AT1G30530	0
AT1G80050	0
AT1G79350	0
AT3G62120	0
AT5G53840	0
AT1G01010	0
AT5G39370	0
AT5G37020	0
AT2G37520	0
AT1G29260	0
AT5G19180	0
AT4G10420	0
AT1G75730	0
AT5G29050	0
AT2G02180	0
AT1G34410	0
AT3G49280	0
AT5G54110	0
AT1G07960	0
AT5G14430	0
AT2G33740	0
AT3G14595	0
AT2G40940	0
AT4G17200	0
AT1G08720	0
AT1G20430	0
AT1G66200	0
AT3G17920	0
AT4G19780	0
AT3G42260	0
AT1G77500	0
AT4G31830	0
AT5G65205	0
AT4G13190	0
AT3G17410	0
AT5G03510	0
AT3G44770	0
AT3G45820	0
AT5G06660	0
AT4G37590	0
AT4G04320	0
AT1G10290	0
AT1G80360	0
AT3G05470	0
AT3G59350	0
AT3G06790	0
AT5G57940	0
AT1G07460	0
AT1G08315	0
AT5G57870	0
AT5G42370	0
AT2G28810	0
AT1G10710	0
AT5G58130	0
AT1G12320	0
AT2G02380	0
AT4G33985	0
AT3G51140	0
AT1G48790	0
AT4G39830	0
AT1G31817	0
AT5G23800	0
AT2G20980	0
AT2G23900	0
AT4G14010	0
AT4G02590	0
AT5G58180	0
AT4G14460	0
AT5G36260	0
AT4G32160	0
AT2G43690	0
AT5G41100	0
AT3G01630	0
AT1G29180	0
AT2G17670	0
AT3G22670	0
AT3G30390	0
AT2G31370	0
AT3G25650	0
AT2G39940	0
AT5G53530	0
AT1G48940	0
AT3G44280	0
AT2G43040	0
AT4G08770	0
AT1G22070	0
AT4G02160	0
AT4G25090	0
AT5G22690	0
AT2G31300	0
AT2G27090	0
AT2G46580	0
AT5G26610	0
AT1G27440	0
AT3G15780	0
AT4G05190	0
AT3G26040	0
AT3G54430	0
AT5G04650	0
AT1G48200	0
ATMG00740	0
AT2G01680	0
AT1G49910	0
AT5G15850	0
AT5G01950	0
AT4G26170	0
AT1G73220	0
AT4G09380	0
AT4G20480	0
AT3G09480	0
AT2G34020	0
AT1G45000	0
AT1G63100	0
AT4G22310	0
AT5G07270	0
AT1G66610	0
AT1G02816	0
AT1G78690	0
AT1G64630	0
AT5G54280	0
AT5G26210	0
AT4G08330	0
AT3G21190	0
AT1G60670	0
AT1G42700	0
AT4G14550	0
AT1G64010	0
AT5G03460	0
AT5G42970	0
AT5G43930	0
AT2G45610	0
AT1G79730	0
AT2G37400	0
AT5G15650	0
AT4G16845	0
AT4G23180	0
AT5G41880	0
AT1G23060	0
AT4G20270	0
AT4G10970	0
AT2G32630	0
AT5G46210	0
AT1G55130	0
AT5G27750	0
AT1G14460	0
AT4G22610	0
AT3G14790	0
AT2G35760	0
AT5G53690	0
AT3G18295	0
AT5G49240	0
AT1G29610	0
AT2G04430	0
AT3G50010	0
AT4G15520	0
AT4G23970	0
AT3G16960	0
AT2G22870	0
AT3G13240	0
AT2G44110	0
AT3G19910	0
AT1G12140	0
AT1G75660	0
AT2G39930	0
AT1G47720	0
AT5G65650	0
AT3G44190	0
AT2G23440	0
AT2G35900	0
AT4G33925	0
AT1G66840	0
AT2G40960	0
AT2G22950	0
AT1G21660	0
AT2G32340	0
AT1G04620	0
AT1G28630	0
AT2G02750	0
AT2G38170	0
AT4G11410	0
AT1G17240	0
AT1G36440	0
AT2G16530	0
AT3G56820	0
AT5G55320	0
AT4G01930	0
AT5G43310	0
AT3G61220	0
AT2G30110	0
AT1G32900	0
AT3G55470	0
AT2G25970	0
AT3G60260	0
AT3G30310	0
AT2G26510	0
AT1G66360	0
AT4G31140	0
AT1G31230	0
AT5G23070	0
AT3G60070	0
AT5G59430	0
AT4G17486	0
AT1G13040	0
AT3G48040	0
AT3G14075	0
AT3G25170	0
AT2G19330	0
AT2G19620	0
AT3G28260	0
AT4G16360	0
AT1G16530	0
AT5G20120	0
AT3G01370	0
AT3G22230	0
AT2G18580	0
AT5G48590	0
AT3G02710	0
AT1G43040	0
AT3G16580	0
AT1G64290	0
AT5G58790	0
AT1G06200	0
AT1G24000	0
AT2G36650	0
AT2G23080	0
AT2G04330	0
AT1G55740	0
AT2G04350	0
AT2G12550	0
AT4G17710	0
AT5G07910	0
AT4G07580	0
AT1G74055	0
AT1G01540	0
AT5G62540	0
AT5G11950	0
AT2G39550	0
AT1G12070	0
AT5G39620	0
AT4G12120	0
AT5G64470	0
AT5G32610	0
AT5G43360	0
AT4G29440	0
AT4G37840	0
AT3G51970	0
AT1G56270	0
AT3G09430	0
AT3G07450	0
AT4G02570	0
AT2G46470	0
AT5G45950	0
AT2G04050	0
ATCG00020	0
AT4G16745	0
AT3G62400	0
AT1G55520	0
AT5G57060	0
AT3G48930	0
AT5G58600	0
AT4G23520	0
AT3G13640	0
AT5G10320	0
AT4G09580	0
AT1G10870	0
AT5G45320	0
AT2G01820	0
AT1G27620	0
AT1G05620	0
AT5G41250	0
AT2G36300	0
AT5G16050	0
AT5G33350	0
AT3G03600	0
AT1G18090	0
AT4G36000	0
AT3G10830	0
AT1G69680	0
AT4G28420	0
AT4G22340	0
AT1G72750	0
AT3G57250	0
AT5G63820	0
AT4G31700	0
AT4G26080	0
AT2G26450	0
AT5G17040	0
AT5G47120	0
AT4G21820	0
AT4G09900	0
AT5G35910	0
AT3G48070	0
AT5G44280	0
AT1G68100	0
AT3G28280	0
AT2G40030	0
AT5G53000	0
AT5G09360	0
AT3G31930	0
AT1G49030	0
AT1G13200	0
AT2G27520	0
AT5G44860	0
AT3G54950	0
AT2G30820	0
AT2G31790	0
AT4G19570	0
AT1G64300	0
AT1G60160	0
AT3G03260	0
AT3G18630	0
AT3G22690	0
AT5G63990	0
AT1G24450	0
AT4G23140	0
AT3G02360	0
AT1G26290	0
AT3G45910	0
AT5G63200	0
AT1G16350	0
AT4G14030	0
AT5G20350	0
AT1G78310	0
AT1G22830	0
AT2G25360	0
AT5G26960	0
AT4G21500	0
AT5G66810	0
AT3G49020	0
AT3G51790	0
AT1G73010	0
AT5G01810	0
AT1G29430	0
AT1G28470	0
AT4G29270	0
AT1G79060	0
AT1G74480	0
AT2G05930	0
AT2G02630	0
AT5G66740	0
AT5G03420	0
AT3G26330	0
AT5G40820	0
AT1G62320	0
AT4G04130	0
AT1G46840	0
ATMG00660	0
AT3G13445	0
AT1G43730	0
AT1G33520	0
AT1G73710	0
AT4G28703	0
AT4G23840	0
ATMG00430	0
AT4G11000	0
AT5G05780	0
AT1G13930	0
AT1G73170	0
AT2G47430	0
AT5G39650	0
AT3G11510	0
AT5G01980	0
AT5G61750	0
AT4G34770	0
AT1G60860	0
AT3G48650	0
AT1G26770	0
AT5G23780	0
AT3G55690	0
AT1G43760	0
AT1G37160	0
AT2G44360	0
AT2G37880	0
AT1G59930	0
AT2G21380	0
AT3G53840	0
AT1G78490	0
AT1G02170	0
AT5G39680	0
AT1G80520	0
AT1G02360	0
AT1G29990	0
AT4G24170	0
AT1G21750	0
AT3G49370	0
AT3G54350	0
AT1G35430	0
AT2G30380	0
AT4G30620	0
AT3G47836	0
AT2G03450	0
AT2G47720	0
AT2G03430	0
AT2G33840	0
AT1G34170	0
AT4G19730	0
AT5G47100	0
AT3G11810	0
AT2G30690	0
AT4G32340	0
AT5G40380	0
AT1G42650	0
AT3G13800	0
AT1G28640	0
AT1G34750	0
AT3G10680	0
AT1G69560	0
AT1G75890	0
AT5G42960	0
AT3G21260	0
AT3G17230	0
AT3G61300	0
AT3G21210	0
AT3G13360	0
AT4G25040	0
AT3G53430	0
AT3G58160	0
AT1G42560	0
ATMG01360	0
AT3G24740	0
AT3G02400	0
AT2G39760	0
AT4G36260	0
AT5G59660	0
AT1G18650	0
AT5G37600	0
AT1G35580	0
AT2G23390	0
AT2G20620	0
AT1G50890	0
AT5G51410	0
AT3G61820	0
AT2G01270	0
AT3G47660	0
AT3G55960	0
AT1G61250	0
AT2G43870	0
AT3G14600	0
AT1G80370	0
AT5G13130	0
AT2G35370	0
AT3G50780	0
AT1G33390	0
AT3G47850	0
AT2G37670	0
AT4G35290	0
AT3G62720	0
AT5G08080	0
AT3G11730	0
AT1G31060	0
AT3G03860	0
AT3G10860	0
AT2G13350	0
AT3G02570	0
AT1G62910	0
AT1G15220	0
AT1G01950	0
AT3G13040	0
AT1G30850	0
AT5G44090	0
AT4G30010	0
AT3G21280	0
AT2G10500	0
AT4G14430	0
AT3G02620	0
AT1G14110	0
AT3G56730	0
AT4G20510	0
AT1G64380	0
AT1G03530	0
AT5G49190	0
AT3G46440	0
AT1G03200	0
AT3G19370	0
AT1G16710	0
AT2G43700	0
AT3G09360	0
AT2G22660	0
AT4G14130	0
AT2G05610	0
AT5G12060	0
AT1G36550	0
AT4G25970	0
AT5G07390	0
AT1G79580	0
AT5G44140	0
AT2G21100	0
AT3G52580	0
AT1G48050	0
AT3G01140	0
AT3G01520	0
AT4G14200	0
AT3G04030	0
AT1G63550	0
AT1G79930	0
AT1G80450	0
AT5G22680	0
AT1G54990	0
AT5G62860	0
AT2G23550	0
AT4G02340	0
AT2G05870	0
AT4G15900	0
AT1G49860	0
AT3G60490	0
AT5G65000	0
AT5G02380	0
AT2G03520	0
AT5G10910	0
AT1G32040	0
AT4G24240	0
AT3G19085	0
AT1G06430	0
AT3G10560	0
AT1G01030	0
AT1G78200	0
AT5G63420	0
AT1G74920	0
AT4G37560	0
AT2G31400	0
AT4G24020	0
AT3G22570	0
AT1G22240	0
AT3G02480	0
AT1G74270	0
AT4G10300	0
AT3G06540	0
AT2G41990	0
AT3G20330	0
AT5G60990	0
AT1G35330	0
AT5G14120	0
AT1G71790	0
AT1G22050	0
AT4G32551	0
AT1G14440	0
AT1G74390	0
AT4G29790	0
AT1G17470	0
AT5G06930	0
ATMG00600	0
AT5G58950	0
AT4G14385	0
AT4G35880	0
AT1G09320	0
AT2G15380	0
AT2G39650	0
AT5G07570	0
AT2G28620	0
AT5G23870	0
AT1G40150	0
AT3G13020	0
AT3G05560	0
AT5G45680	0
AT1G57850	0
AT1G60780	0
AT2G15880	0
AT1G09510	0
AT1G36150	0
AT5G05010	0
AT4G17220	0
AT1G80730	0
AT4G24280	0
AT1G55590	0
AT4G20060	0
AT2G01600	0
AT5G08120	0
AT3G19500	0
AT1G04160	0
AT1G68360	0
AT3G27000	0
AT2G22840	0
AT1G76570	0
AT1G53710	0
AT3G21920	0
AT1G57660	0
AT1G47610	0
AT1G32050	0
AT1G68660	0
AT4G23330	0
AT1G25570	0
AT5G09670	0
AT5G39380	0
AT5G52830	0
AT1G61590	0
AT3G23340	0
AT5G16840	0
AT1G20270	0
AT2G16060	0
AT5G56300	0
AT1G68010	0
AT3G62880	0
AT3G22231	0
AT5G38170	0
AT4G34150	0
AT1G11210	0
AT5G46030	0
AT1G04390	0
AT5G12110	0
AT1G56230	0
AT5G47420	0
AT5G27950	0
AT1G50630	0
AT2G37030	0
AT1G76950	0
AT4G02070	0
AT5G07190	0
AT5G16270	0
AT1G26370	0
AT5G59200	0
AT3G48410	0
AT1G64040	0
AT5G08160	0
AT3G01015	0
AT5G18475	0
AT3G22110	0
AT4G21060	0
AT1G33870	0
AT4G02720	0
AT2G18960	0
AT5G20280	0
AT3G59180	0
AT5G18900	0
AT1G54650	0
AT1G64250	0
AT1G48840	0
AT1G11730	0
AT1G72000	0
AT1G61860	0
AT1G35620	0
AT1G66210	0
AT1G25275	0
AT1G68200	0
AT4G17420	0
AT1G30080	0
AT3G14860	0
AT3G42420	0
AT2G30120	0
AT4G16444	0
AT3G13570	0
AT2G32770	0
AT4G31920	0
AT3G61960	0
AT5G45850	0
AT1G79840	0
AT4G26760	0
AT1G18100	0
AT1G56580	0
AT2G41090	0
AT5G02880	0
AT1G34220	0
AT5G38510	0
AT1G38340	0
AT1G22360	0
AT5G24240	0
AT3G04550	0
AT5G47580	0
AT3G04870	0
AT4G22760	0
AT1G80080	0
AT1G80950	0
AT3G54490	0
AT3G16200	0
AT1G03040	0
AT3G59710	0
AT1G25375	0
AT5G23230	0
AT2G27600	0
AT5G14680	0
AT4G03400	0
AT1G52290	0
AT4G18180	0
AT2G39750	0
AT1G66390	0
AT1G36390	0
AT2G01440	0
AT3G22430	0
AT2G45880	0
AT4G14070	0
AT5G10710	0
AT3G22550	0
AT1G52230	0
AT4G00490	0
AT3G22260	0
AT1G63380	0
AT5G17730	0
AT5G28300	0
AT1G77310	0
AT1G68840	0
AT1G14510	0
AT2G23300	0
AT2G20800	0
AT4G27220	0
AT4G11380	0
AT3G21650	0
AT3G13784	0
AT1G19190	0
AT4G34000	0
AT3G46810	0
AT1G51110	0
AT2G19150	0
AT3G50860	0
AT3G22930	0
AT4G01760	0
AT1G77250	0
ATMG00900	0
AT4G31360	0
AT1G02050	0
AT5G40010	0
AT3G26660	0
AT4G32430	0
AT4G30520	0
AT4G37950	0
AT5G01820	0
AT1G47310	0
AT1G47480	0
AT5G61300	0
AT1G09610	0
AT1G10380	0
AT1G59940	0
AT5G42880	0
AT5G05320	0
AT2G38320	0
AT3G29330	0
AT4G38380	0
AT2G14900	0
AT2G45010	0
AT3G47180	0
AT2G25790	0
AT4G10955	0
AT5G40590	0
AT2G47130	0
AT2G38310	0
AT2G21655	0
AT2G17620	0
AT2G04370	0
AT3G17820	0
AT1G69480	0
AT5G50630	0
AT1G63720	0
AT5G35930	0
AT3G05580	0
AT3G15351	0
AT1G26590	0
AT2G44770	0
AT1G31800	0
AT2G13550	0
AT4G13810	0
AT3G25050	0
AT1G28420	0
AT4G39770	0
AT2G22920	0
AT1G75940	0
AT5G13160	0
AT1G10980	0
AT4G24530	0
